position.latitude,trip.start_date,current_stop_sequence,vehicle.id,trip.trip_id,trip.schedule_relationship,trip.start_time,position.bearing,timestamp,multi_carriage_details,position.longitude,occupancy_status,trip.route_id,current_status,vehicle.label
51.39212417602539,20240210,22,YX68ULS,VJeb2e80f3455f18e5efd8691337770e18309509ad,0,14:20:00,359.0,1707576571,[],-0.4048349857330322,,5614,2,
53.347591400146484,20240210,24,SYRK-11647,VJae29151154bbd8f9f47f234076a485b05f165b9f,0,14:20:00,252.0,1707576575,[],-1.3685438632965088,,12959,2,
53.389225006103516,20240210,31,SYRK-11703,VJb2565e8a290ec24f0ff4a294c13646590ff769ee,0,14:10:00,84.0,1707576576,[],-1.4249038696289062,,8294,2,
51.55248260498047,20240210,2,431,VJe70c67d2148621d3916897ea3aa0717808bc4e40,0,14:45:00,12.0,1707576582,[],-0.4872229993343353,,17932,2,
51.63032150268555,20240210,2,432,VJd2f239c0ee4b1259d8c13b0af3d6ae1719411635,0,14:45:00,136.0,1707576583,[],-0.7522590160369873,,17932,2,
54.91387939453125,20240210,32,6086,VJ1b185482474f6c553e592c0af0992372bb1189f2,0,14:22:00,190.0,1707576575,[],-1.3827580213546753,,57954,2,
51.67002868652344,20240210,8,BW17SUL,VJ0359093460f912b34b1be850293e6097beedcaa2,0,14:34:00,180.0,1707576564,[],-0.05462700128555298,,9301,2,BW17SUL
51.63846206665039,20240210,39,LK62DAO,VJ26858739b9ced8505072553799d3052f4eb888cd,0,14:08:00,315.0,1707576570,[],-0.17933300137519836,,9330,2,LK62DAO
51.45241165161133,20240210,4,FBRI-35151,VJf6f5443b3913f315cb7a6bcb48d6176aeb72eaf1,0,14:43:00,359.0,1707576580,[],-2.597162961959839,,72742,2,
51.47534942626953,20240210,18,FBRI-35162,VJ157a4419db8fcd98cc8f55f2a8e9e81f297a6cae,0,14:15:00,17.0,1707576577,[],-2.5911900997161865,,8784,2,
54.44355010986328,20240210,7,YD63_VBO,VJ764acd6d47db5206174b3fe104dd69d79dda0943,0,14:35:00,172.0,1707576583,[],-1.6680500507354736,,59198,2,
52.063777923583984,20240210,16,YJ62_FZR,VJ9eb0763bfa1dca89863ecaef8d4c1d036af5374f,0,14:30:00,156.0,1707576583,[],-2.7004830837249756,,59169,2,
53.38930130004883,20240210,14,4466,VJ35f57c9519e7cf99893bf9bc1c08555b956ad175,0,14:04:00,88.0,1707576586,[],-2.9449310302734375,,59264,2,
53.39850616455078,20240210,46,4473,VJcdf92d27df416873d252197ce54eabd68e92dffc,0,13:51:00,9.0,1707576581,[],-2.9686150550842285,,59258,2,
53.359615325927734,20240210,50,FSYO-37481,VJ579899463e652cf66f0ac02758f30464d09eb8e9,0,14:07:00,26.0,1707576566,[],-1.2179930210113525,,6931,2,
51.49724578857422,20240210,28,LTZ1719,VJ1a7ddaded2e2bd3adeab926b433c3f838e809156,0,14:07:00,315.0,1707576520,[],-0.1522430032491684,,9185,2,LTZ2169
51.47361373901367,20240210,44,LX11BCF,VJ566bbb3106328d546de3ca8949745d0929341858,0,13:51:00,225.0,1707576557,[],0.13703900575637817,,5528,2,LX11BCF
51.517738342285156,20240210,23,YY66OYG,VJadb22e35f1c4930f7509b88ce634cbf9a2000f27,0,14:17:00,135.0,1707576515,[],-0.1430629938840866,,5397,2,YY66OYG
51.38991165161133,20240210,19,YX73_OYP,VJd5581ce2a99781cabbf4057777b113ce4cac0793,0,14:30:00,271.0,1707576556,[],-0.46925801038742065,,12748,2,
51.376224517822266,20240210,12,YX73_OYR,VJ55d2ed8090b6cfece2db1a97c8411bf18e59a2e8,0,14:35:00,122.0,1707576540,[],-0.5263910293579102,,12748,2,
54.38098907470703,20240210,3,YY64GTU,VJf657e2b123b54ca81027d8ed54651dc2be690baf,0,14:30:00,358.0,1707576490,[],-1.8301810026168823,,9605,2,
